  58     0.476328153322       27.556415956000  
   0     -0.012713850528     0.998185515102     0.058856056997
   1     -0.785493095788     0.083386729175     0.613226915479
   2      0.002242290754    -0.999536760578     0.030351876136
   3     -0.053076444051    -0.530333492571     0.846126041287
   4      0.484557190491     0.200266781119    -0.851526597074
   5      0.371848769545    -0.893750514341    -0.250875488447
   6     -0.449879143945    -0.650700883993     0.611716531911
   7      0.451380315608    -0.277089455542    -0.848220044746
   8     -0.791759482912    -0.608481166280     0.053549897318
   9     -0.503549384744    -0.231927660204     0.832254514891
  10     -0.755212370308     0.654772323584     0.030454556343
  11     -0.984243525043    -0.176744213476    -0.005115311759
  12     -0.418964003264     0.234674929552     0.877152689906
  13      0.118263679365     0.912732155984    -0.391067402856
  14      0.097649758487     0.859864950943     0.501095590488
  15      0.424214691748    -0.877852660455     0.222298452171
  16     -0.947100756658     0.252387099292     0.198244568269
  17     -0.428664569792    -0.881981195009     0.195846517090
  18     -0.510017536132    -0.817030514223    -0.268967008509
  19     -0.480325854567     0.358491076142    -0.800481868477
  20      0.966091823075    -0.077172463685     0.246396023176
  21      0.436757635778     0.883856858690     0.167450950836
  22      0.362667379455     0.630169198610    -0.686556008642
  23      0.814911187026     0.298937759262     0.496544029615
  24      0.281932105536    -0.686517557690    -0.670229759748
  25      0.798061619388    -0.055371839566    -0.600026341958
  26      0.561611597207     0.778581673756    -0.280005341331
  27     -0.264620611469     0.741366626394    -0.616726403889
  28     -0.678757824085     0.591364988333    -0.435402419397
  29     -0.069492802156    -0.900178112321    -0.429941992071
  30      0.346335418532    -0.269687367990     0.898510156546
  31     -0.406324406423     0.894099389669    -0.188379293283
  32      0.738111029130    -0.141984941155     0.659569848585
  33      0.739715019322    -0.541258338604     0.399826338653
  34     -0.692179550588     0.532999611816     0.486619855279
  35     -0.804778625320    -0.368889628210     0.465028823222
  36      0.946823717894    -0.256262480378    -0.194562042507
  37     -0.763482631495    -0.026475474116    -0.645285456737
  38      0.032281841303     0.379649318367     0.924567075872
  39     -0.021392776820     0.442354972027    -0.896584869281
  40     -0.475879106491    -0.566582747820    -0.672698346867
  41      0.693761675598    -0.510867917156    -0.507650183386
  42      0.355155510992    -0.674348974815     0.647393252341
  43      0.966183808447     0.216534806691    -0.140005449128
  44     -0.068375018498    -0.450352679547    -0.890228802539
  45      0.743870454203    -0.665628706506    -0.059959756826
  46     -0.380112310103    -0.091468745573    -0.920406486446
  47     -0.934814301301     0.222280299074    -0.276972364554
  48     -0.823501388320    -0.419102544514    -0.382359151345
  49     -0.412024192255     0.864292886296     0.288502810548
  50      0.478772975767     0.607063892314     0.634231715009
  51     -0.079288206268    -0.078226795174     0.993777615397
  52      0.803355101002     0.584235015651     0.115282384521
  53     -0.284141597617     0.655609883679     0.699599337426
  54     -0.047192924947    -0.872293381965     0.486700198905
  55      0.083250586502    -0.011476188990    -0.996462561732
  56      0.750435630476     0.411306301519    -0.517371714382
  57      0.465215390814     0.190311769680     0.864497582686
