 179     0.275332478060       15.825647953206  
   0      0.302860019319    -0.789697581541     0.533529322912
   1     -0.800401653357    -0.568389886688    -0.190499685074
   2      0.970918767496    -0.226584917490    -0.077304735239
   3      0.548579378271    -0.232487338476    -0.803125334667
   4     -0.992431601194     0.089624802004     0.083945886247
   5     -0.083009682907    -0.605323884927    -0.791639050882
   6     -0.443332565584     0.779633410195     0.442298521364
   7      0.973464222233     0.003297621743    -0.228815501491
   8     -0.655641224530     0.180516103255     0.733177005342
   9     -0.444340365742     0.608210967107     0.657754558223
  10     -0.716200794381     0.552275982253    -0.426670436701
  11     -0.219166328059     0.550721817316     0.805401515132
  12     -0.613442902631    -0.367125751885    -0.699218483390
  13      0.179414632915    -0.660422925313    -0.729144669607
  14      0.235433550812    -0.824602301757    -0.514394874672
  15      0.040599936482    -0.934432874068    -0.353817536335
  16     -0.239047451971    -0.802396698917     0.546823420560
  17      0.048453589393     0.997993439496    -0.040759592719
  18      0.135181937402     0.491909853729    -0.860087518573
  19     -0.243594431415     0.772990683523    -0.585787637434
  20      0.817323784731     0.489490748156     0.303941833879
  21      0.773200671513    -0.459143554289    -0.437433329921
  22      0.886317701454    -0.453154137883     0.095353339790
  23     -0.107334398557    -0.226579402782     0.968060484227
  24      0.221030030647     0.690010832482    -0.689224764943
  25     -0.985573425793    -0.131583640721    -0.106446079616
  26      0.300190799270     0.937773858388    -0.174544190845
  27      0.366602228982    -0.886092802075     0.283623609412
  28     -0.456328111151     0.376619093063     0.806177842485
  29      0.175053631631    -0.638664513126     0.749308925429
  30     -0.720609785282    -0.276531023388     0.635808249758
  31     -0.933913048402     0.356269694616    -0.029636509948
  32      0.998554534826     0.030898562207     0.043978629263
  33      0.492566267274     0.124263911767     0.861357621767
  34      0.265209047987     0.554399657616     0.788863220401
  35     -0.432646546962     0.896921830114    -0.091368463199
  36     -0.492674697874    -0.737920371493     0.461243067602
  37      0.853308611998     0.260097255288     0.451900243949
  38     -0.650270389495     0.708030830840     0.275392017179
  39      0.036028560477    -0.190359490432    -0.981053111321
  40     -0.058807540372     0.655355090247    -0.753028139502
  41     -0.449322408188     0.043471363569    -0.892311388502
  42     -0.927277119124    -0.068542728523    -0.368047603871
  43     -0.973172178860     0.133865054386    -0.187125779913
  44     -0.419302383035     0.326579370801    -0.847072267371
  45     -0.935008250082     0.052728718062     0.350683981056
  46     -0.619450561037    -0.703817353803    -0.347738601419
  47     -0.897062142294    -0.331496146067    -0.292215362369
  48     -0.147969787820     0.433203089114    -0.889066940941
  49      0.499389028983     0.385848535997     0.775713545711
  50      0.848550456128     0.471412527284    -0.240275576215
  51     -0.136458425413    -0.985478582535     0.101049797126
  52      0.252906132204     0.038982658684     0.966705146679
  53      0.828387046880     0.008144153020     0.560096932087
  54      0.249113658058     0.896313860568     0.366829454546
  55     -0.922053415651    -0.386344879181    -0.023561260956
  56      0.869017968169    -0.461142578997    -0.179318969537
  57     -0.170285099083    -0.970307278139    -0.171775350443
  58     -0.971017082631    -0.172497438883     0.165440197103
  59      0.272842085479     0.307972478542     0.911433019400
  60      0.061436305103     0.948335038885    -0.311265536861
  61      0.317561149041    -0.424669706081     0.847826961919
  62      0.300974551826    -0.238195766071    -0.923405163608
  63      0.864911724113     0.500838628451     0.032990570526
  64     -0.109185133423    -0.645737969867     0.755712300357
  65     -0.439502338751     0.115163243894     0.890828334467
  66      0.369652377360    -0.474088235850    -0.799122934560
  67     -0.880353664317     0.367831556265    -0.299461803807
  68     -0.504844470281    -0.364569805759     0.782445472576
  69      0.278285771513     0.847283684202    -0.452401799132
  70     -0.743045752578    -0.485311761965    -0.460820467509
  71      0.031328858451    -0.451809864834     0.891563990226
  72     -0.921568191298     0.304713942240     0.240544137720
  73     -0.532502122931    -0.606670861535    -0.590247367498
  74     -0.392317534700    -0.919526372226     0.023626314742
  75      0.466484147565     0.680703801921    -0.564831721951
  76      0.958157538884    -0.207594317963     0.197075441975
  77      0.024222466928     0.830084730100    -0.557110952101
  78      0.026846508930     0.458809153893     0.888129171496
  79      0.297831831637    -0.919432475704    -0.256788089062
  80      0.563864517555    -0.359008324837     0.743753876320
  81      0.396411702218     0.495062773351    -0.773156266732
  82      0.341073691011    -0.939919836936     0.014813420725
  83      0.843840988156    -0.396597441806     0.361445508842
  84     -0.798569355479    -0.014675081017     0.601723878940
  85      0.943464434203     0.279988498265     0.177429710682
  86      0.243618445558     0.758117015748     0.604903829891
  87      0.576298478805    -0.807892215086     0.123248659750
