timestamp,point_id,acquisition_value,azimuthal,iteration,iterations,level,mean,polar,position_x,position_y,position_z,radius,refinement_iteration,score,std_dev,step_size
0,-1.771485_-0.819882_0.331714,0.8970828407353582,,0,,,0.9060986731730881,,-1.7714851110723984,-0.8198819822696255,0.3317137868682014,,,0.9060993601447668,2.220446049250313e-16,
67,0.232353_0.675399_1.889510,0.7153651365118036,,1,,,0.8456326000528501,,0.23235296348162754,0.6753986137938245,1.8895102044833434,,,0.8456332371065548,2.220446049250313e-16,
140,-0.630470_0.399180_1.834002,0.7402243005559683,,2,,,0.8534248669123793,,-0.630469653876934,0.3991802464070593,1.8340019483137684,,,0.8534247701907786,2.220446049250313e-16,
227,-1.767895_0.619919_0.755412,0.891670718292879,,3,,,0.9280604906310939,,-1.7678952950833864,0.6199186101133028,0.7554119025122764,,,0.9280610169338924,2.220446049250313e-16,
302,1.515280_1.103069_0.638409,0.6774568471839617,,4,,,0.840818388713039,,1.515279695655019,1.1030691825688244,0.6384088207430865,,,0.84081894378928,2.220446049250313e-16,
380,1.217805_1.558372_0.093948,,,5,,,,,1.2178051987768324,1.558372303346681,0.09394818781690524,,,0.8465733638137478,,
381,1.217805_1.558372_0.093948,0.6794297434473211,,,,,0.8465728855652254,,1.2178051987768324,1.558372303346681,0.09394818781690524,,,0.8465733638137478,2.220446049250313e-16,
450,-0.532420_-1.797035_0.753389,0.6993085252973478,,6,,,0.8590378149865149,,-0.5324201027441191,-1.7970348260817028,0.7533887894330824,,,0.859038240111924,2.220446049250313e-16,
525,-1.102972_1.412906_0.931423,0.7758454778396792,,7,,,0.885754501162554,,-1.1029724268623815,1.4129057900222555,0.9314231337597834,,,0.8857547124769326,2.220446049250313e-16,
600,1.397120_-1.401874_0.056629,0.6397015159013578,,8,,,0.8472597531709514,,1.3971197443746415,-1.4018735872225974,0.05662919146679213,,,0.8472601811661132,2.220446049250313e-16,
601,1.397120_-1.401874_0.056629,0.6397015159013578,,,,,,,,-1.4018735872225974,0.05662919146679213,,,0.8472601811661132,,
686,0.517276_1.254774_1.496118,0.6820043142135264,,9,,,0.8534360159913063,,0.517275795870969,1.2547741035244755,1.4961175422173236,,,0.853436028302052,2.220446049250313e-16,
767,0.127345_-0.382987_1.777775,0.6593473460057759,,10,,,0.8288384793892436,,0.12734535167706484,-0.3829870657433702,1.7777750719054715,,,0.8288368168765369,2.220446049250313e-16,
849,-0.361397_-0.024959_2.064657,0.6832767072505835,,11,,,0.8525601253161852,,-0.36139703123946104,-0.024958905658858915,2.0646573918992286,,,0.852562605537106,2.220446049250313e-16,
942,-0.371630_-0.261599_0.929788,0.6003475352995006,,12,,,0.7428769228358645,,-0.37162955964376776,-0.2615994143860499,0.9297878745106074,,,0.7428751826360398,2.220446049250313e-16,
1016,0.471965_0.110517_2.396405,0.8741190769984272,,13,,,0.8585188246286081,,0.4719650293223998,0.11051684759100788,2.3964046599288045,,,0.8585197750734075,0.14969246721884943,
1081,0.083572_-0.849408_2.344622,,,14,,,,,0.0835721578738176,-0.8494078552111155,2.344621786284631,,,0.8605589315320065,,
1082,0.083572_-0.849408_2.344622,0.6423735849364601,,,,,0.8605586487246452,,0.0835721578738176,-0.8494078552111155,2.344621786284631,,,0.8605589315320065,2.220446049250313e-16,
1158,-0.857572_-0.479740_2.076838,0.668573194717789,,15,,,0.8647234542716083,,-0.8575721083313905,-0.47974045206182875,2.0768375224752256,,,0.8647235864074352,2.220446049250313e-16,
1233,-1.767795_0.619919_0.755412,,,,,,,,-1.7677952950833864,0.6199186101133028,0.7554119025122764,,0,0.9280798865124039,,
1311,-1.767895_0.620019_0.755412,,,,,,,,-1.7678952950833864,,,,,,,
1312,-1.767895_0.620019_0.755412,,,,,,,,,0.6200186101133028,0.7554119025122764,,0,0.9280501308002331,,
1394,-1.767895_0.619919_0.755512,,,,,,,,-1.7678952950833864,0.6199186101133028,0.7555119025122764,,0,0.9280632527012297,,
1549,-1.765908_0.618830_0.755635,,,,,,,,-1.765908337232237,0.6188299967473735,0.755635479246003,,1,0.92810575542227,,
1622,-1.766008_0.618930_0.755635,,,,,,,,-1.766008337232237,0.6189299967473735,0.755635479246003,,1,0.9281287850102694,,
1698,-1.766008_0.618830_0.755735,,,,,,,,-1.766008337232237,0.6188299967473735,0.755735479246003,,1,0.9281084004118614,,
1845,-1.768155_0.618886_0.753653,,,,,,,,-1.7681554214127326,0.6188858713668158,0.7536528940246424,,2,0.9282174292607897,,
1922,-1.768255_0.618986_0.753653,,,,,,,,-1.7682554214127326,0.6189858713668158,0.7536528940246424,,2,0.9282469552903096,,
2000,-1.768255_0.618886_0.753753,,,,,,,,-1.7682554214127326,0.6188858713668158,0.7537528940246424,,2,0.9282632463522252,,
2144,-0.396257_-1.939943_0.000000,0.651315580833788,,16,,,0.8969816354233012,,-0.39625687146190747,-1.93994342490167,1.2124003311558797e-16,,,0.8969822786383653,2.220446049250313e-16,
2219,-1.036023_-1.687322_0.000000,0.6625756790833189,,17,,,0.9004714986433208,,-1.0360227450009265,-1.6873223971253226,1.2124003311558797e-16,,,0.9004717428899013,2.220446049250313e-16,
2311,-1.450821_-1.405531_0.000000,0.6717425089166595,,18,,,0.9060715549381891,,-1.4508212876646887,-1.4055310708977495,1.2368932671388267e-16,,,0.9060724559513265,2.220446049250313e-16,
2391,-1.802485_-0.869025_0.000000,0.6853989124893878,,19,,,0.9100499286704848,,-1.8024846683526463,-0.8690247581401295,1.2252826865056794e-16,,,0.9100506513682496,2.220446049250313e-16,
2458,-0.060519_-1.979075_0.000000,0.6185594304841726,,20,,,0.8955137284016335,,-0.060519226298007454,-1.9790748907629265,1.2124003311558795e-16,,,0.8955140513658387,2.220446049250313e-16,
2534,-1.443419_-1.355338_0.000000,0.6526429986226548,,21,,,0.9050648244588775,,-1.4434189763210636,-1.3553382082698964,1.2124003311558797e-16,,,0.9050567225245308,2.220446049250313e-16,
2619,-0.525444_-1.909007_0.000000,0.6162997626653903,,22,,,0.8974803816982888,,-0.5254441261563231,-1.9090071949282479,1.2124003311558797e-16,,,0.8974816204138213,2.220446049250313e-16,
2696,-0.191634_-2.010889_0.000000,0.60188964895196,,23,,,0.8960545553537793,,-0.1916341427728792,-2.0108894438341713,1.2368932671388267e-16,,,0.8960575112104733,2.220446049250313e-16,
2769,-0.740068_-1.836491_0.000000,0.6091491850485778,,24,,,0.898256796303158,,-0.7400677680097888,-1.836491137673419,1.2124003311558797e-16,,,0.8982549973087767,2.220446049250313e-16,
2833,-0.460095_-1.925802_0.000000,,,25,,,,,-0.46009466558085416,-1.925801884593543,1.2124003311558797e-16,,,0.8972325572264555,,
