timestamp,point_id,acquisition_value,azimuthal,iteration,iterations,level,mean,polar,position_x,position_y,position_z,radius,refinement_iteration,score,std_dev,step_size
0,-0.077081_-0.649460_1.868866,0.46977020712029344,,0,,,0.4744914761930161,,-0.07708056982298486,-0.6494604176434627,1.8688658998628398,,,0.47449173126486277,2.220446049250313e-16,
123,1.427429_1.056514_0.962614,,,1,,,,,1.427428526536693,1.0565137084474172,0.9626144531908774,,,0.45710760658667005,,
124,1.427429_1.056514_0.962614,0.39642733698628063,,,,,0.45710728300171977,,1.427428526536693,1.0565137084474172,0.9626144531908774,,,0.45710760658667005,2.220446049250313e-16,
246,1.160537_1.602552_0.073369,0.3291207536450244,,2,,,0.39669410567199026,,1.1605366753445123,1.6025516170661103,0.07336852062772867,,,0.39669425379742435,2.220446049250313e-16,
358,-0.764827_-1.359333_1.219694,0.3899335887171436,,3,,,0.4305666441725232,,-0.7648266038515789,-1.3593332951901425,1.2196939200587864,,,0.4305668934436573,2.220446049250313e-16,
473,-1.390020_0.837964_1.134046,0.37163057428814594,,4,,,0.43427825198041936,,-1.39002016462976,0.8379639345278201,1.1340460247949862,,,0.43427845599925163,2.220446049250313e-16,
599,-1.820942_-0.421004_0.653701,0.346945656553058,,5,,,0.40995788422817925,,-1.820942067737688,-0.4210044050006857,0.653701213792061,,,0.409957995145369,2.220446049250313e-16,
717,1.853474_0.478005_0.506501,0.3533932461136847,,6,,,0.432025511852574,,1.8534744846909483,0.47800499401579666,0.5065012934786856,,,0.43202565752821676,2.220446049250313e-16,
883,0.827780_1.778949_0.265556,0.3426236132766175,,7,,,0.43224895237778704,,0.8277795628844627,1.7789493986167648,0.2655560815192481,,,0.43224976772466317,2.220446049250313e-16,
1007,-0.721486_-1.807389_0.364970,0.3499847233079244,,8,,,0.4233127537003723,,-0.7214864629242511,-1.8073888558523925,0.36496959812788965,,,0.4233130937471157,2.220446049250313e-16,
1129,-1.211368_1.377901_0.770169,0.3423256259491534,,9,,,0.4302012158359749,,-1.2113683032587355,1.3779011479779824,0.7701694600628894,,,0.43020132244669645,2.220446049250313e-16,
1257,-0.405198_-0.687071_2.132414,0.4625345386211223,,10,,,0.5163171622925703,,-0.4051983949554585,-0.6870712851220409,2.132413806281847,,,0.5163187364556465,2.220446049250313e-16,
1387,0.211658_0.222569_1.730216,0.3439191932181047,,11,,,0.41113608072178254,,0.21165788492351229,0.22256915354022866,1.7302159330936364,,,0.41113381245019287,2.220446049250313e-16,
1537,0.200976_0.068226_2.543220,,,12,,,,,0.20097645490332872,0.06822643479494067,2.54321952600427,,,0.4055158268951718,,
1538,0.200976_0.068226_2.543220,0.3472133493057238,,,,,0.40551665104523016,,0.20097645490332872,0.06822643479494067,2.54321952600427,,,0.4055158268951718,0.005627600284675127,
1651,-0.367009_-0.147663_1.870110,,,13,,,,,,,,,,,,
1652,-0.367009_-0.147663_1.870110,0.4301379359757755,,,,,0.5098705381115096,,-0.3670085857713508,-0.1476633957344273,1.8701095981843536,,,0.5098692370286801,2.220446049250313e-16,
1763,0.073415_0.440328_2.420645,,,14,,,,,0.07341454468028086,0.44032801570238544,2.4206450545378937,,,0.45669235622568416,,
1764,0.073415_0.440328_2.420645,0.3691094796784508,,,,,0.4566902948918652,,0.07341454468028086,0.44032801570238544,2.4206450545378937,,,0.45669235622568416,2.220446049250313e-16,
1899,-0.256389_0.382696_2.508542,,,15,,,,,-0.2563885987378106,0.3826963024914738,2.508542020073816,,,0.43215025825740094,,
1900,-0.256389_0.382696_2.508542,0.3477901164791372,,,,,0.43215465588261637,,-0.2563885987378106,0.3826963024914738,2.508542020073816,,,0.43215025825740094,2.220446049250313e-16,
2011,-0.405098_-0.687071_2.132414,,,,,,,,-0.4050983949554585,-0.6870712851220409,2.132413806281847,,0,0.5149925126090593,,
2148,-0.405198_-0.686971_2.132414,,,,,,,,-0.4051983949554585,-0.6869712851220409,2.132413806281847,,0,0.5031539082591809,,
2292,-0.405198_-0.687071_2.132514,,,,,,,,-0.4051983949554585,-0.6870712851220409,2.1325138062818474,,0,0.5255211477352175,,
