timestamp,point_id,acquisition_value,azimuthal,iteration,iterations,level,mean,polar,position_x,position_y,position_z,radius,score,std_dev,step_size
0,0.110759_1.975756_0.067236,0.6906256815743955,,0,,,0.6975665850668351,,0.11075868534135802,1.9757560194494759,0.0672358924282087,,0.6975670781599306,2.220446049250313e-16,
177,-1.037121_0.530301_1.650322,0.7091996952263351,,1,,,0.7235264794164734,,-1.0371206005630256,0.5303013828659247,1.650321575699196,,0.7235266069706483,2.220446049250313e-16,
387,1.333428_0.758101_1.252060,0.5849588630797855,,2,,,0.6801195115999963,,1.333427741758846,0.7581006593625851,1.2520598419332511,,0.6801196518854219,2.220446049250313e-16,
598,-0.541903_1.451804_1.295765,0.6433563012129926,,3,,,0.7076348043341801,,-0.5419029139470596,1.4518035708290078,1.295765265618672,,0.7076345783580503,2.220446049250313e-16,
791,-1.940521_-0.497488_0.096165,0.5849767914498138,,4,,,0.6820536082285495,,-1.9405213817666964,-0.4974883067864092,0.096164639792478,,0.6820540474528467,2.220446049250313e-16,
983,-0.622492_1.875410_0.125458,0.59513388406166,,5,,,0.701026907658765,,-0.6224923460387862,1.8754102683338187,0.12545758068447868,,0.7010271104588082,2.220446049250313e-16,
1151,0.391616_1.520792_1.205914,0.5904149180311246,,6,,,0.692664210666246,,0.3916158279272757,1.5207917692461776,1.2059143576182827,,0.6926638109457788,2.220446049250313e-16,
1404,1.165801_-1.600182_0.026973,0.5250582629774216,,7,,,0.6764845630145293,,1.1658005107618665,-1.6001817397500357,0.026973484719630618,,0.6764849325635816,2.220446049250313e-16,
1585,-1.338683_0.133777_1.452732,0.6208945283279842,,8,,,0.6978173297532188,,-1.3386833723017444,0.13377713384819442,1.4527320837588023,,0.6978168413659662,2.220446049250313e-16,
1771,0.534058_-1.111842_1.548867,,,9,,,,,0.5340580891865239,-1.1118418793711378,1.5488671965830043,,0.6876747875674547,,
1772,0.534058_-1.111842_1.548867,0.5553326329127798,,,,,0.6876749214610145,,0.5340580891865239,-1.1118418793711378,1.5488671965830043,,0.6876747875674547,2.220446049250313e-16,
1941,-0.146980_0.766651_2.370756,0.6928931736909232,,10,,,0.7734614549618268,,-0.14698021067254724,0.7666512024071758,2.370755750575004,,0.7734622689939139,2.220446049250313e-16,
2784,0.922819_-0.621510_1.438036,0.5518209338935941,,11,,,0.6871061090296322,,0.9228186606723048,-0.6215096680572527,1.4380357799002033,,0.6871055371202169,2.220446049250313e-16,
2978,-0.417750_0.314246_1.758249,0.7585460177972393,,12,,,0.8638537351253595,,-0.41774977259006096,0.3142464356995447,1.7582488612847649,,0.8638571072881707,2.220446049250313e-16,
3252,0.204801_0.413867_2.124764,,,13,,,,,0.20480061277492614,0.41386680500464107,2.124763580121897,,0.763821364489437,,
3253,0.204801_0.413867_2.124764,0.6402586101880642,,,,,0.7638224615485709,,0.20480061277492614,0.41386680500464107,2.124763580121897,,0.763821364489437,2.220446049250313e-16,
3412,0.818938_0.297065_2.236675,0.5826038445290319,,14,,,0.7232921651825945,,0.8189381009723388,0.2970646570158936,2.23667487107673,,0.7232944324848583,2.220446049250313e-16,
3580,0.695893_-0.136415_2.170177,0.5795836389191965,,15,,,0.7247389709613548,,0.6958925528899275,-0.13641524894573795,2.1701766218793628,,0.7247411432079558,2.220446049250313e-16,
3630,-0.418034_0.314461_1.759447,,2.496662012871499,,1,3,,0.2889887766215176,,,,1.8355631556683794,,,0.00125
3681,-0.418604_0.314889_1.761843,,2.496662012871499,,2,2,,0.2889887766215176,,,,1.8380631556683793,,,0.0025
3726,-0.419743_0.315745_1.766636,,,,,1,,,,,,,,,
3727,-0.419743_0.315745_1.766636,,2.496662012871499,,3,,,0.2889887766215176,,,,1.8430631556683792,,,0.005
3780,-0.422020_0.317459_1.776221,,2.496662012871499,,4,0,,0.2889887766215176,,,,1.8530631556683792,,,0.01
